Post Date,Description,Debit,Credit
8/26/2022,Withdrawal DEBIT CARD/LOTUS HUNAN AUSTIN TX Date 08/25/22 24801972238091155000932 Card 3341Merchant Category Code: 5814,21.72,
8/26/2022,Withdrawal DEBIT CARD/WHATABURGER 795 Q26 GIDDINGS TX Date 08/25/22 24692162238101087115821 Card 3341Merchant Category Code: 5814,27.08,
8/25/2022,Withdrawal POS #223700222942/POS 7-ELEVEN 1870 S BAGDAD RD US LEANDER TX Card 4969Merchant Category Code: 5541,31.43,
8/25/2022,Withdrawal POS #223794667900/POS FUEL MAXX # 17 52450 HWY 290 TX Card 3341Merchant Category Code: 5541,4.52,
8/25/2022,Withdrawal DEBIT CARD/SHELL OIL 57546015504 CEDAR PARK TX Date 08/24/22 24316052237548548620569 Card 3341Merchant Category Code: 5541,14.6,
8/25/2022,Withdrawal POS #223787564600/POS 7-ELEVEN 34251 9200 BURNET ROAD TX Card 2675Merchant Category Code: 5542,52.72,
8/25/2022,Withdrawal POS #223783567700/POS 7-ELEVEN 34251 9200 BURNET ROAD TX Card 2675Merchant Category Code: 5542,3.41,
8/25/2022,Withdrawal POS #223700166011/POS 7-ELEVEN 1870 S. Bagdad Roa US TX Card 4969Merchant Category Code: 5542,39.85,
8/25/2022,Withdrawal POS #223700177097/POS 7-ELEVEN 1870 S BAGDAD RD US LEANDER TX Card 4969Merchant Category Code: 5541,2.26,
8/25/2022,Withdrawal DEBIT CARD/VIVINT INC/US 800-216-5232 UT Date 08/25/22 24430992237083319069349 Card 4969Merchant Category Code: 7393,61.13,
8/25/2022,Withdrawal DEBIT CARD/JIFFY LUBE 3036 AUSTIN TX Date 08/24/22 24231682236837000703675 Card 0718Merchant Category Code: 7538,127.03,
8/24/2022,Withdrawal POS #223700395549/POS ACADEMY SPORTS #123 CEDAR PARK TX Card 4969 Merchant Category Code: 5941,138.48,
8/24/2022,Withdrawal POS #223623548186/POS WALGREENS STORE 905 CRYST LEANDER TX Card 4969 Merchant Category Code: 5912,102.8,
8/24/2022,Withdrawal DEBIT CARD/SQ *SANA VIDA WELLNESS CE gosq.com TX Date 08/24/22 24692162236100047852392 Card 4969Merchant Category Code: 8011,149,
8/24/2022,Withdrawal POS #223600542415/POS 7-ELEVEN 6111 BEE CAVE RD US AUSTIN Card 3341 Merchant Category Code: 5541,11.36,
8/24/2022,Withdrawal DEBIT CARD/PHR*UrgentCareforKids 512-9969899 TX Date 08/23/22 24906412235154619454683 Card 4969Merchant Category Code: 8011,35,
8/24/2022,Withdrawal DEBIT CARD/TX REAL ESTATE COMM EGOV.COM TX Date 08/23/22 24733092236091691003632 Card 4969Merchant Category Code: 9399,185,
8/23/2022,Check 2659 Tracer 827100000391425,750,
8/23/2022,Check 2657 Tracer 827100000391299,250,
8/23/2022,Withdrawal DEBIT CARD/TRAVIS CO WCID NO 10 512-2461400 TX Date 08/22/22 24794872235900012502506 Card 0718Merchant Category Code: 4900,200,
8/23/2022,"Withdrawal DEBIT CARD/AVR, INC. 866-5131550 TX Date 08/22/22 24794872235900010335271 Card 0718Merchant Category Code: 5045",10,
8/23/2022,Withdrawal DEBIT CARD/ALAMO SPECIALTY PHARMACY 210-8686140 TX Date 08/22/22 24325452235900017237842 Card 4969Merchant Category Code: 5912,25,
8/23/2022,Withdrawal POS #223583784400/POS EXPRESS FOOD MART 4 5401 MANCHACA RD AUSTIN TX Card 0718Merchant Category Code: 5542,5.39,
8/23/2022,Withdrawal POS #223584769300/POS EXPRESS FOOD MART 4 5401 MANCHACA RD AUSTIN TX Card 0718Merchant Category Code: 5542,125,
8/23/2022,Withdrawal POS #223500996220/POS 7-ELEVEN 6111 Bee Cave Rd US Austin Card 0718 Merchant Category Code: 5542,50.3,
8/23/2022,Withdrawal Bill Payment #223521109016/BP CULLIGAN/ULTRAPURE WAT 507-200-0820 Card 0718 Merchant Category Code: 4900,105.32,
8/23/2022,Withdrawal ACH DISCOVER BANK/TYPE: PREARRANGE ID: 6510020271 DATA: DC FINOUT DPLSVCPAY CO: DISCOVER BANK,656.2,
8/23/2022,Withdrawal DEBIT CARD/VIVINT INC/US 800-216-5232 UT Date 08/23/22 24430992235083356222787 Card 0718Merchant Category Code: 7393,45.97,
8/23/2022,Withdrawal DEBIT CARD/VIVINT INC/US 800-216-5232 UT Date 08/23/22 24430992235083752444290 Card 4969Merchant Category Code: 7393,39.48,
8/23/2022,"Deposit/Bill.com, LLC Visa Direct CA Date 08/23/22 0 2235281609 2 5734 Card 0001Merchant Category Code: 5734",,2048.88
8/23/2022,Withdrawal DEBIT CARD/CLIP IT - BARTON CREEK HURST TX Date 08/21/22 24754792234017019221557 Card 4969Merchant Category Code: 5699,16.18,
8/23/2022,Withdrawal DEBIT CARD/AMZN Mktp US*RG5T84IG3 Amzn.com/bill WA Date 08/22/22 24692162234100654248837 Card 4969Merchant Category Code: 5942,145.1,
8/22/2022,Check 2656 Tracer 827000000323309,750,
8/22/2022,Withdrawal POS #223486237200/POS 2402 LAKE AUSTIN INC 2402 LAKE BLVD AUSTIN TX Card 2675Merchant Category Code: 5542,50.11,
8/22/2022,Withdrawal Cash,600,
8/22/2022,Withdrawal POS #223484249200/POS BURPY MARKET 6311 BURLESON ROAD TX Card 2675Merchant Category Code: 5542,43.18,
8/22/2022,Withdrawal DEBIT CARD/AMZN Mktp US*BK9YE0703 Amzn.com/bill WA Date 08/22/22 24692162234100345313792 Card 4969Merchant Category Code: 5942,12.98,
8/22/2022,Withdrawal ACH WEBFILE TAX PYMT/TYPE: DD ID: 2146000311 DATA: CPA TAX PAYMENTS CO: WEBFILE TAX PYMT,6132.98,
8/22/2022,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000040 DATA: AM CO: AMEX EPAYMENT,329,
8/22/2022,Withdrawal DEBIT CARD/TARGET 00023424 CEDAR PARK TX Date 08/21/22 24164072233091008409319 Card 4969Merchant Category Code: 5411,100.89,
8/22/2022,Withdrawal DEBIT CARD/THRALL FOOD STORE THRALL TX Date 08/20/22 24427332233120005034829 Card 3341Merchant Category Code: 5541,38.31,
8/21/2022,Withdrawal DEBIT CARD/SQ *BARTON CREEK SOCCER I Austin TX Date 08/21/22 24692162233100811548401 Card 4969Merchant Category Code: 5999,51.93,
8/21/2022,Withdrawal POS #223315104374/POS EL RANCHO #18 8752 RESEARCH BLVD AUSTIN TX Card 3341Merchant Category Code: 5411,149.37,
8/21/2022,Withdrawal DEBIT CARD/FISH DADDYS COLLEGE STATI COLLEGE STA TX Date 08/20/22 24717052233152334926568 Card 3341Merchant Category Code: 5812,109.83,
8/21/2022,Withdrawal POS #223316143701/POS NST THE HOME DEPOT 001263 11301 LAKELINE RD AUSTIN TX Card 2675Merchant Category Code: 5200,7.56,
8/21/2022,Withdrawal DEBIT CARD/SODA SNACK VENDING AUSTIN TX Date 08/20/22 24055232233400497038566 Card 3341Merchant Category Code: 5814,2.1,
8/21/2022,Withdrawal DEBIT CARD/CHICK-FIL-A #04062 LEANDER TX Date 08/19/22 24427332232710029933062 Card 4969Merchant Category Code: 5814,25.04,
8/20/2022,Withdrawal POS #2SI2SLU2ZV7Z/POS AMAZON.COM*2J7FP0CJ3 SEATTLE WA Card 4969 Merchant Category Code: 4816,40.04,
8/20/2022,Withdrawal POS #223259367700/POS A &amp; H FOOD MART 425 SOUTH TEXAS COLLEGE STATI TX Card 3341Merchant Category Code: 5541,41.55,
8/20/2022,Withdrawal POS #223208238999/POS CNS AGGIELAND OUTFI000346 303 UNIVERSITY DRIVE EA COLLEGE STATI TX Card 3341Merchant Category Code: 5691,484.88,
8/20/2022,Withdrawal POS #223211356801/POS NST THE HOME DEPOT 002061 1615 UNIVERSITY DR COLLEGE STATI TX Card 3341Merchant Category Code: 5200,8.63,
8/20/2022,Withdrawal POS #223212904000/POS 7-ELEVEN 36609 10800 RESEARCH BLVD AUSTIN TX Card 2675Merchant Category Code: 5542,67.23,
8/20/2022,Withdrawal POS #223212934989/POS BUC-EE'S #28 1700 HWY 71 E BASTROP Card 3341 Merchant Category Code: 5411,16.22,
8/20/2022,Withdrawal POS #223211892175/POS BUC-EE'S #28 OUTSIDE 1700 HWY 71 E BASTROP TX Card 3341Merchant Category Code: 5542,55.9,
8/20/2022,Withdrawal POS #223234103501/POS NST THE HOME DEPOT 002778 11301 LAKELINE RD AUSTIN TX Card 3341Merchant Category Code: 5200,12.48,
8/20/2022,Withdrawal POS #223207878302/POS NST THE HOME DEPOT 001507 11301 LAKELINE RD AUSTIN TX Card 3341Merchant Category Code: 5200,4.29,
8/20/2022,Withdrawal Adjustment POS #223279878301/POS NST THE HOME DEPOT 000703 11301 LAKELINE RD AUSTIN TX Card 3341Merchant Category Code: 5200,,4.29
8/20/2022,Withdrawal POS #223279878301/POS NST THE HOME DEPOT 000703 11301 LAKELINE RD AUSTIN TX Card 3341Merchant Category Code: 5200,4.29,
8/20/2022,Withdrawal DEBIT CARD/CITY OF LEANDER UTILITY 512-5282700 TX Date 08/19/22 24755422232642323989287 Card 4969Merchant Category Code: 4900,272.38,
8/20/2022,Withdrawal DEBIT CARD/MUNICIPAL ONLINE PAYMENTS 844-7244507 TX Date 08/19/22 24755422232642322042344 Card 4969Merchant Category Code: 7372,1.25,
8/20/2022,Withdrawal DEBIT CARD/FAJITA PETES - MOPAC AUSTIN TX Date 08/19/22 24269792232001028788087 Card 3341Merchant Category Code: 5812,27.17,
8/20/2022,Withdrawal Bill Payment #223224812402/BP ATT* BILL PAYMENT 800-331-0500 TX Card 4969 Merchant Category Code: 4814,478.45,
8/20/2022,Withdrawal DEBIT CARD/CHICK-FIL-A #00737 CANYON LAKE TX Date 08/18/22 24427332231710005480345 Card 3341Merchant Category Code: 5814,9.08,
8/19/2022,Check 2675 Tracer 826700000303328,216.5,
8/19/2022,Check 2668 Tracer 826700000303344,1600,
8/19/2022,Check 2663 Tracer 826700000303345,1170,
8/19/2022,Check 2645 Tracer 826700000303893,2400,
8/19/2022,Withdrawal POS #223122427207/POS WALGREENS STORE 1505 W WH CEDAR PARK TX Card 3341Merchant Category Code: 5912,10.81,
8/19/2022,Check 2667 Tracer 826700000358324,1550,
8/19/2022,Withdrawal POS #223100843089/POS 7-ELEVEN 6111 BEE CAVE RD US AUSTIN Card 3341 Merchant Category Code: 5541,13.41,
8/19/2022,Withdrawal DEBIT CARD/EXXONMOBIL 48365084 AUSTIN TX Date 08/18/22 24164052231837007977084 Card 3341Merchant Category Code: 5541,36.51,
8/19/2022,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,464.65,
8/19/2022,Withdrawal DEBIT CARD/H-E-B #265 CEDAR PARK TX Date 08/18/22 24427332230740281962378 Card 4969Merchant Category Code: 5411,14.47,
8/19/2022,Withdrawal DEBIT CARD/LAKELINE XPRESS MART CEDAR PARK TX Date 08/18/22 24137462231600150966741 Card 3341Merchant Category Code: 5541,12.39,
8/18/2022,Withdrawal Bill Payment #223027100379/BP ALLSTATE *PAYMENT 800-255-7828 IL Card 0001 Merchant Category Code: 6300,1740,
8/18/2022,Check 2670 Tracer 826600000240665,120,
8/18/2022,Check 2640 Tracer 826600000240039,277.05,
8/18/2022,Withdrawal DEBIT CARD/RANDALLS #3145 LEANDER TX Date 08/17/22 24231682230837001900599 Card 4969Merchant Category Code: 5411,149.67,
8/18/2022,Withdrawal Transfer To Loan 00,200,
8/18/2022,Withdrawal Cash,1100,
8/18/2022,"Deposit Bulk/Checks 6,122.62 Check Count 1 Deposit Number 0000012",,6122.62
8/18/2022,Withdrawal POS #223014760700/POS 7-ELEVEN 34251 9200 BURNET ROAD TX Card 2675Merchant Category Code: 5542,54.11,
8/18/2022,Withdrawal POS #223000827919/POS 7-ELEVEN 9200 BURNET RD US AUSTIN TX Card 2675 Merchant Category Code: 5541,6.55,
8/18/2022,Withdrawal ACH GUSTO/TYPE: TAX 610410 ID: 9138864001 DATA: 3qhk CO: GUSTO,1629.35,
8/18/2022,Withdrawal ACH *LINCOLN NATLIFE/TYPE: PREMPAYMNT ID: 3504728231 DATA: 0018400TER CO: *LINCOLN NATLIFE,316.91,
8/18/2022,Withdrawal ACH HOME DEPOT/TYPE: AUTO PYMT ID: CITIAUTFDR CO: HOME DEPOT,29,
8/18/2022,Withdrawal DEBIT CARD/TEXASGASSERVICE 800-700-2443 OK Date 08/17/22 24492152229717070692262 Card 0718Merchant Category Code: 4900,27.91,
8/18/2022,Withdrawal DEBIT CARD/CVS/PHARMACY #07243 AUSTIN TX Date 08/17/22 24137462230001225963071 Card 0718Merchant Category Code: 5912,25.97,
8/18/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 08/17/22 24492152229852288215224 Card 4969Merchant Category Code: 4816,249.68,
8/18/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 08/17/22 24492152229852288260386 Card 4969Merchant Category Code: 4816,212.5,
8/18/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 08/17/22 24492152229852288305983 Card 4969Merchant Category Code: 4816,743.75,
8/18/2022,Withdrawal DEBIT CARD/TAQUERIA ARANDAS # 2 AUSTIN TX Date 08/17/22 24036282229030020113894 Card 3341Merchant Category Code: 5812,43.49,
8/17/2022,Check 2655 Tracer 826500000349882,1100,
8/17/2022,Check 2674 Tracer 826500000303001,2411.83,
8/17/2022,Withdrawal POS #222900886710/POS 7-ELEVEN 13201 RR 620 US AUSTIN TX Card 4969 Merchant Category Code: 5541,11.28,
8/17/2022,Check 2641 Tracer 826500000203001,1557.67,
8/17/2022,Check 2673 Tracer 826500000164001,671.58,
8/17/2022,Check 2654 Tracer 826500000159001,1442.5,
8/17/2022,"Deposit Bulk/Checks 27,049.32 Check Count 13 Deposit Number 0000028",,27049.32
8/17/2022,Withdrawal ACH CHASE CREDIT CRD/TYPE: AUTOPAY ID: 4760039224 CO: CHASE CREDIT CRD,400,
8/17/2022,Withdrawal ACH ATT/TYPE: Payment ID: 9864031004 CO: ATT,79.58,
8/17/2022,Withdrawal DEBIT CARD/Audible*ZD87F9853 Amzn.com/bill NJ Date 08/17/22 24692162229100103681965 Card 0718Merchant Category Code: 5968,16.18,
8/17/2022,Withdrawal DEBIT CARD/PRO SERVE ENTERPRISE AUSTIN TX Date 08/15/22 24251382228030047735395 Card 2675Merchant Category Code: 2842,29.41,
8/17/2022,Withdrawal DEBIT CARD/ROCKDALE VALERO ROCKDALE TX Date 08/15/22 24427332228120004638148 Card 0718Merchant Category Code: 5541,2.91,
8/16/2022,Check 2660 Tracer 826400000312399,1905,
8/16/2022,Check 2653 Tracer 826400000311422,2900,
8/16/2022,Check 2648 Tracer 826400000311513,250,
8/16/2022,Check 2627 Tracer 826400000311512,250,
8/16/2022,Withdrawal DEBIT CARD/CEFCO #0038 ROCKDALE TX ROCKDALE TX Date 08/15/22 24941662228838007542622 Card 0718Merchant Category Code: 5541,2.56,
8/16/2022,"Deposit Bulk/Checks 5,668.98 Check Count 4 Deposit Number 0000042",,5668.98
8/16/2022,Check 2658 Tracer 826400000129009,2725,
8/16/2022,Withdrawal POS #222813173700/POS EXPRESS FOOD MART 4 5401 MANCHACA RD AUSTIN TX Card 2675Merchant Category Code: 5542,56.8,
8/16/2022,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,661.91,
8/16/2022,Withdrawal ACH LendingClub/TYPE: 8885963157 ID: 8510605731 DATA: Y CO: LendingClub,498.15,
8/16/2022,Withdrawal ACH CAPITAL ONE/TYPE: CRCARDPMT ID: 9541719018 CO: CAPITAL ONE,300,
8/16/2022,Withdrawal ACH INTUIT 41216235/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT 41216235,155.88,
8/16/2022,Withdrawal ACH ATT/TYPE: Payment ID: 9864031005 CO: ATT NAME: UHCU,124.4,
8/16/2022,Deposit ACH INTUIT 69699295/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT 69699295,,4570.07
8/16/2022,Withdrawal DEBIT CARD/H-E-B #265 CEDAR PARK TX Date 08/15/22 24427332227740274868959 Card 4969Merchant Category Code: 5411,183.52,
8/16/2022,Withdrawal DEBIT CARD/GIG'EM FOOD MART COLLEGE STATI TX Date 08/15/22 24377352228000002658751 Card 0718Merchant Category Code: 5541,67.06,
8/16/2022,Withdrawal DEBIT CARD/APLUS OUTDOOR POWER EQUI LEANDER TX Date 08/15/22 24801972227207966000050 Card 2675Merchant Category Code: 5046,147.12,
8/16/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 08/15/22 24492152227852187808816 Card 4969Merchant Category Code: 4816,584.37,
8/16/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 08/15/22 24492152227852187736876 Card 4969Merchant Category Code: 4816,345.31,
8/15/2022,Check 2651 Tracer 826300000481578,1000,
8/15/2022,Check 2665 Tracer 826300000720649,1280,
8/15/2022,Check 2661 Tracer 826300000463005,2500,
8/15/2022,Withdrawal DEBIT CARD/7-ELEVEN 36565 AUSTIN TX Date 08/14/22 24034542227001677111227 Card 0718Merchant Category Code: 5541,20.11,
8/15/2022,Withdrawal POS #222700740851/POS 7-ELEVEN 14016 FM 620 N. US AUSTIN Card 4969 Merchant Category Code: 5541,3.78,
8/15/2022,Recurring Withdrawal DEBIT CARD/DOORDASH DASHPASS WWW.DOORDASH. CA Date 08/15/22 24011342227000009722703 Card 4969Merchant Category Code: 5812,9.99,
8/15/2022,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
8/15/2022,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 3510020270 DATA: DC PYMNTS DCIDPIINT CO: DISCOVER NAME: HERNANDEZ SALVADOR,500,
8/15/2022,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,50.74,
8/15/2022,Withdrawal DEBIT CARD/TARGET 00023424 CEDAR PARK TX Date 08/14/22 24164072226091008206011 Card 4969Merchant Category Code: 5411,142.69,
8/15/2022,Withdrawal POS #222707422058/POS CEFCO #0038 ROCKDALE TX ROCKDALE TX Card 0718 Merchant Category Code: 5542,93.24,
8/15/2022,Withdrawal DEBIT CARD/OIL CHANGERS CAR WASH 88 AUSTIN TX Date 08/14/22 24801972226726147507544 Card 0718Merchant Category Code: 7542,8,
8/15/2022,Withdrawal DEBIT CARD/C STORE MARBLE FALLS TX Date 08/13/22 24427332226120004002016 Card 0718Merchant Category Code: 5541,17.88,
8/14/2022,Withdrawal POS #222640860609/POS NNT LAKE LINE FOOD 831377 1075 N LINE BLVD 1 CEDAR PARK TX Card 0718Merchant Category Code: 5999,11.9,
8/14/2022,Withdrawal DEBIT CARD/RANDALL FUEL2485 AUSTIN TX Date 08/13/22 24231682226837000833359 Card 0718Merchant Category Code: 5542,43.72,
8/14/2022,Withdrawal DEBIT CARD/RANDALLS #2485 AUSTIN TX Date 08/13/22 24231682226837000839497 Card 0718Merchant Category Code: 5411,205.95,
8/14/2022,Withdrawal POS #222600591655/POS 7-ELEVEN 6111 Bee Cave Rd US Austin Card 0718 Merchant Category Code: 5542,50.91,
8/14/2022,Withdrawal DEBIT CARD/Leander ISD 512-5700068 TX Date 08/13/22 24310332226005170739584 Card 4969Merchant Category Code: 8220,70,
8/14/2022,Withdrawal DEBIT CARD/COSTCO WHSE #1152 CEDAR PARK TX Date 08/13/22 24943002226898002026541 Card 4969Merchant Category Code: 5300,246.01,
8/13/2022,Withdrawal DEBIT CARD/SQ *OPIE'S BBQ Spicewood TX Date 08/13/22 24692162225100211519697 Card 0718Merchant Category Code: 5812,178.62,
8/13/2022,Withdrawal DEBIT CARD/TACO CABANA 20254 CEDAR PARK TX Date 08/12/22 24231682225091000567713 Card 4969Merchant Category Code: 5814,23.2,
8/13/2022,Check 2623 Tracer 826100000338005,1557.67,
8/13/2022,Withdrawal POS #3Q3YQLLU6U76/POS AMAZON.COM*9K0J33GU3 SEATTLE WA Card 0718 Merchant Category Code: 5942,55.56,
8/13/2022,Withdrawal DEBIT CARD/LOTUS HUNAN AUSTIN TX Date 08/12/22 24801972225091154000300 Card 0718Merchant Category Code: 5814,29.76,
8/13/2022,Withdrawal DEBIT CARD/CRICKET WRLS#70145661 CEDAR PARK TX Date 08/12/22 24692162225100680935242 Card 0718Merchant Category Code: 4812,102,
8/13/2022,Withdrawal DEBIT CARD/MCW308-WHITESTONE CEDAR PARK TX Date 08/12/22 24071052224939159105299 Card 0718Merchant Category Code: 7542,19.99,
8/13/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 08/12/22 24492152224852067317998 Card 4969Merchant Category Code: 4816,196.56,
8/13/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 08/12/22 24492152224852067476844 Card 4969Merchant Category Code: 4816,212.5,
8/13/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 08/12/22 24492152224852067537041 Card 4969Merchant Category Code: 4816,175.31,
8/13/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 08/12/22 24492152224852067392595 Card 4969Merchant Category Code: 4816,249.68,
8/13/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 08/12/22 24492152224852067609071 Card 4969Merchant Category Code: 4816,664.06,
8/13/2022,Uncollected Fee/Due since 08/12/22 - Courtesy Pay-Dbt,34,
8/13/2022,Uncollected Fee/Due since 08/11/22 - Courtesy Pay-Ck,34,
8/13/2022,Uncollected Fee/Due since 08/10/22 - Courtesy Pay-Dbt,34,
8/13/2022,Uncollected Fee/Due since 08/10/22 - Courtesy Pay-Dbt,34,
8/13/2022,Uncollected Fee/Due since 08/10/22 - Courtesy Pay-Dbt,34,
8/13/2022,Uncollected Fee/Due since 08/10/22 - Courtesy Pay-Dbt,34,
8/13/2022,Uncollected Fee/Due since 08/09/22 - UNPAIDNSF,34,
8/13/2022,Uncollected Fee/Due since 08/09/22 - Courtesy Pay-Ck,34,
8/13/2022,Uncollected Fee/Due since 08/08/22 - UNPAIDNSF,34,
8/13/2022,Uncollected Fee/Due since 08/08/22 - Courtesy Pay-ACH,34,
8/13/2022,Uncollected Fee/Due since 08/08/22 - Courtesy Pay-ACH,34,
8/13/2022,Uncollected Fee/Due since 08/06/22 - Overdrawn Debit,34,
8/13/2022,Uncollected Fee/Due since 08/06/22 - Courtesy Pay-Dbt,34,
8/13/2022,Uncollected Fee/Due since 08/06/22 - Courtesy Pay-Dbt,34,
8/13/2022,Uncollected Fee/Due since 08/05/22 - UNPAIDNSF,34,
8/13/2022,Uncollected Fee/Due since 08/05/22 - Courtesy Pay-Dbt,34,
8/13/2022,Uncollected Fee/Due since 08/05/22 - Courtesy Pay-Dbt,34,
8/13/2022,Uncollected Fee/Due since 08/05/22 - Courtesy Pay-ACH,34,
8/13/2022,Uncollected Fee/Due since 08/05/22 - Courtesy Pay-ACH,34,
8/13/2022,Uncollected Fee/Due since 08/05/22 - Courtesy Pay-ACH,34,
8/13/2022,Uncollected Fee/Due since 08/05/22 - Courtesy Pay-Dbt,34,
8/13/2022,Uncollected Fee/Due since 08/05/22 - Courtesy Pay-Dbt,34,
8/13/2022,Uncollected Fee/Due since 08/04/22 - Courtesy Pay-Ck,34,
8/13/2022,Uncollected Fee/Due since 08/04/22 - Courtesy Pay-Ck,34,
8/12/2022,Check 2650 Tracer 826000000552546,1010,
8/12/2022,Deposit ACH Texas Windstrom/TYPE: PAYABLES ID: 2746189303 DATA: DYNAMICS EFT DEPOSIT CO: Texas Windstrom,,9266.94
8/12/2022,Withdrawal POS #222415737359/POS H-E-B GAS/CARWASH #265 CEDAR PARK TX Card 4969 Merchant Category Code: 5542,60.63,
8/12/2022,"Deposit Bulk/Checks 1,807.77 Check Count 2 Deposit Number 0000063",,1807.77
8/12/2022,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 02",447.78,
8/12/2022,Withdrawal POS #222400150899/POS 7-ELEVEN 5000 W SLAUGHTER L US TX Card 0718Merchant Category Code: 5542,48.93,
8/12/2022,Withdrawal Cash,1400,
8/12/2022,"Deposit Bulk/Checks 7,087.29 Check Count 4 Deposit Number 0000022",,7087.29
8/12/2022,Withdrawal POS #222400843937/POS 7-ELEVEN 2820 S Lamar US Austin TX Card 2675 Merchant Category Code: 5542,56.58,
8/11/2022,Check 2606 Tracer 825900000263913,500,
8/11/2022,Deposit Bulk/Checks 786.98 Check Count 1 Deposit Number 0000039,,786.98
8/10/2022,Recurring Withdrawal Bill Payment - #222330012928/BP NNT MSFT *&lt;E0500JV3262453 One Way MSBILL.INFO WA Card 0001Merchant Category Code: 5045,21.88,
8/10/2022,Recurring Withdrawal Bill Payment - #222393512552/BP NNT MSFT *&lt;E0500JV4382029 One Way MSBILL.INFO WA Card 0001Merchant Category Code: 5045,13.54,
